activity_id,smiles,pAff
25673437,C[C@H]1CCN1c1nc(-c2cn[nH]c2)cc(C(F)(F)F)c1C#N,8.22
2036328,COc1ccc(/C=C/C(=O)c2ccc(N3C(=O)C=CC3=O)cc2)cc1,5.1
18184501,Clc1ccc(SCc2nc(-c3ccncc3)n[nH]2)cc1,6.23
13457810,NC(=O)NCCC[C@@H](NS(=O)(=O)c1ccc(OCc2cc(Br)cc(Br)c2)cc1)C(=O)NO,8.72
24835718,COc1ccc(CN2CCS(=O)(=O)N(c3ccc(S(N)(=O)=O)cc3)C2)cc1,5.35
1740864,COc1ccc(-n2nc(C(F)(F)F)c3c(C)nn(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1,8.55
3345605,O=C(OCc1cc(COC(=O)c2ccc(O)c(F)c2)cc(COC(=O)c2ccc(O)c(F)c2)c1)c1ccc(O)c(F)c1,4.14
2229799,O=C1Nc2ccc(S(=O)(=O)NCc3ccccc3)cc2/C1=N/Nc1ccc(C(=O)O)cc1,5.15
1654850,Cc1cc(O)cc(C)c1C[C@@H](C(=O)N1Cc2ccccc2CC1C(=O)NCCCc1nc(O)c(CCCNC(=O)C2Cc3ccccc3CN2C(=O)[C@H](Cc2c(C)cc(O)cc2C)N(C)C)nc1C)N(C)C,9.54
25703867,CN1CCN(c2ccc(-c3nc(-c4ccc(-c5ccc(C(F)(F)F)cc5)cc4)[nH]c3-c3ccc(N4CCN(C)CC4)cc3)cc2)CC1,5.74
639294,CCCCCCCC[S+]([O-])c1cc(-c2ccccc2)c(-c2ccccc2)nn1,4.04
1521635,CC(=O)Nc1nnc(S(N)(=O)=O)s1,6.6
16563278,Cn1ncnc1-c1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2F)ccn1,5.01
965065,O=C(O)C(=O)c1ccco1,4.1
992833,Cc1nnc2n1-c1sc(/C(CC(=O)N3CCOCC3)=N\N)cc1C(c1ccccc1Cl)=NC2,6.38
15715152,CC1(C)N=C(c2ccc(-c3ccc4cccnc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,7.27
9691148,OC1CCCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)C1,7.4
25538617,CS(=O)(=O)c1ccc2nc(NC(=O)NCc3nc(-c4ccc(Br)cc4)c[nH]3)sc2c1,6.35
1849858,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cccn4)ccc2-3)cs1)COc1ccccc1,7.31
16267514,C[C@H]1Cn2c(nnc2-c2ncccn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,8.6
210978,CN(C)CCN1C(=O)c2cccc3cc4cc(O)ccc4c(c23)C1=O,7.77
2024489,O=C1CN(c2csc(-c3ccccc3)c2Cl)S(=O)(=O)N1,4.8
1248177,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)cc1,6.91
3489103,C=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C.Cl,4.9
2167212,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,8.76
2075689,CCc1cc(NC(=O)N[C@H](C)[C@@H](O)CN(CC)[C@@H](C)[C@H](O)Cc2ccc(F)cc2)cc(-c2nnnn2C)c1,8.47
22452348,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.62
17708245,Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCCC3)CC2)c1C=O,9.22
24958960,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)O,6.4
6266967,C/C=C(\C)C(=O)Oc1cc(C)ccc1C(C)COC(C)=O,4.74
13290956,O=C(/C=C/c1ccccc1)c1ccccc1,4.77
17804198,Cc1ccc(-n2ccc(C)n2)c(C(=O)N2C3CCC2C(COc2ccc(F)cn2)C3)n1,7.32
6174785,O=C(COc1ccc(/C=C2\SC(=O)NC2=O)cc1)Nc1cc(Cl)cc(Cl)c1,4.83
2616591,OC[C@H]1C[C@](O)(c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)O1,5.52
12685331,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCSC)NC(=O)OC(C)(C)C,5.23
3307736,CN(C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(N2CC[C@H](O)[C@H]2CO)cc1-c1ccccc1Cl,8.8
8052390,CCCCCCCCCCCOC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4.17
360694,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],8.57
2255650,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc4C3)c2)c(C(=O)O)c1,5.3
4729985,CCn1c(C)cc(/C=C2\NC(=O)N(Cc3ccc(Cl)cc3)C2=O)c1C,5.47
6355298,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1c1ccc(S(N)(=O)=O)cc1,6.38
25643047,NS(=O)(=O)c1ccc(CN(Cc2ccccc2)C(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@@H]32)cc1,7.85
18324726,NC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,4.12
15703051,O=c1[nH]c(=O)n(CC(O)c2ccccc2)nc1O,6.33
25504009,O=C1Nc2ccc(OC(F)(F)F)cc2/C1=N/Nc1ccnc2cc(Cl)ccc12,6.03
17768468,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2ccc(F)cc2n(C)c1=O,9.21
3218472,CCCC[C@H](C)NC(=O)OCCCc1c[nH]cn1,7.38
25091827,Cc1ccc(-n2c(SCCc3c[nH]c4ccccc34)nnc2-c2ccncc2)cc1,4.69
25698513,Cc1ccc(-c2cc(=O)oc3cc(O[C@H](C)C(=O)N4CC5CCC(C4)N5C)ccc23)c(C)c1,4.51
1256834,CCNC(=O)CCCNC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,6.96
17711516,Cc1nn(C)c(C)c1NS(=O)(=O)c1ccc(Cn2cnc(-c3ccccc3)c2)cc1,5.6
3408444,O=C1C(Cl)=C(Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)C(=O)c2ccccc21,5.48
2043034,Nc1ncc(/C=C/CNC(=O)c2cc(Br)c(Br)[nH]2)[nH]1,6.1
707494,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,9.85
538755,CN(/C(S)=N/N=C/c1ccc([N+](=O)[O-])s1)C1CCCCC1,4.74
2945762,COc1cccc(CNC2CCN(S(=O)(=O)CCC3CCc4ccccc4N3S(=O)(=O)c3ccc(OC)cc3OC)CC2)c1,5.58
2367629,O=C(NCc1ccccc1)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)OS(=O)(=O)C(F)(F)F,6.45
7591606,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,6.72
18855866,C[C@]1(Cn2cnc3ccc(C#N)cc32)CCC[C@@]2(CNC(=O)O2)C1,7.31
24860641,Fc1cnc2c3c(ccc2c1)CN(CCc1ccccc1)CO3,5.96
19106817,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1ccc(Cl)cc1O,4.37
3308149,Fc1ccc(-n2ncc3cc(-c4ccccc4C(F)(F)F)ccc32)cc1,6.6
18581454,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n([C@H]5CC[C@H](O)CC5)c4n3)cc2)CC1,7.37
24849783,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1[nH]c2ccccc2c1C#N)c1ccc(F)cc1Cl,8.31
15076258,O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3OC[C@@H]12)c1cc2cc(Cl)ccc2s1,4.59
699525,COc1ccc(NC(=O)N2CCC(c3c[nH]c4ccc(F)cc34)CC2)cc1OCCN(C)C,6.2
17617550,O=C(OCC(C(=O)Nc1nnc(CCCCc2nnc(NC(=O)C(COC(=O)C3CCNCC3)c3ccccc3)s2)s1)c1ccccc1)C1CCNCC1,5.16
14722390,Cc1nn(C)c2c1-c1cnc(N)c(n1)O[C@@H](C)c1cc(F)ccc1C(=O)N(C)C2,6.81
1493672,CN1CCC1CN1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1,9.55
1291659,COc1ccc2c(c1)c(CCNC(=O)C1CCC1)c1n2CCCc2ccccc2-1,6.12
15580449,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,7.82
10897823,CN1CCN(C)C(C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,5.26
18737836,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,6.06
17884485,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,6.56
15078849,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,7.41
1142487,CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,5.54
15623435,O=C(CCCCCCc1nc(-c2ccc(F)cc2)no1)NO,5.71
16452031,CS(=O)(=O)Nc1cccc(N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2)c1,8.8
12694369,CCCCCCCCCn1cc[n+](CC(O)(P(=O)([O-])O)P(=O)(O)O)c1,7.1
19481576,O=C1N(c2ccc(-c3ccccc3)cc2)C(=O)C2(CCN(Cc3ccccc3O)CC2)N1c1ncccn1,4.91
14589570,CNC(=O)c1cccc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1,6.2
18891610,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,7.68
9596714,CC(=O)Nc1ccc(-n2nc3ccc(N)nc3n2)cc1,5.3
17754030,CC(C)(CNC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1)N1CCOCC1,7.73
2902351,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,5.77
17667070,Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)[C@H]3CCCN3C(=O)OCc3ccccc3)cc12,7.7
1426302,CN(C)CC/N=C(/S)NCCc1ccc(S(N)(=O)=O)cc1,7.2
25079086,Cc1nn2c(c1C1CCN(C[C@H]3CN(CC4(C(=O)O)CC5CC5C4)C[C@@H]3c3cc(F)cc(F)c3)CC1)CCC2,5.13
5657612,COc1ccc(NC(=O)Cn2nnc(-c3ccccc3NS(=O)(=O)c3ccc(OC)cc3)n2)cc1,4.87
25036500,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1,7.8
16667737,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1cc(F)c2c(N)nccc2c1,9.0
17741180,C[C@H]1COCCN1c1nc(-c2cnc(N)nc2)c2c(n1)N(C1CN(C(=O)OCC(=O)N(C)C)C1)CC2,9.99
15137389,COc1cccc(C(=O)N2CCc3cc(-c4cccnc4)ccc32)c1,6.22
25467096,COc1cc([C@@H]2c3cc4c(cc3[C@H](OC(=O)Cc3cccc(NC(=O)COc5ccc(C(C)C)cc5)c3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,5.56
19072157,COc1cc(OC)c(C(=O)/C=C/c2ccc(C(F)(F)F)cc2)c(O)c1CC=C(C)C,4.63
9635886,Cc1cccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)c1,5.9
17678227,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1C21N=C(C)C(N)=N1,8.12
19476232,C=C1C(=O)[C@@]23C(=O)OC[C@@]4(C2CC[C@@H]1[C@H]3OC(=O)CCC(=O)OCCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1)[C@@H](OC(C)=O)CCC(C)(C)[C@H]4C=O,5.52
16479858,COc1ccc(OC)c(/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)c1,4.46
19142750,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,6.5
24927576,CCCOCc1cc(CN2CCN(C)CC2)c(O)c2ncccc12,5.23
18911416,C=CC[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(F)c(C(F)(F)F)c1,4.57
22799000,CNC(=O)c1ccccc1Oc1nc(Nc2cccc(C)c2)ncc1Br,5.21
12338145,CC/C=C\CCCCCCCCCC(=O)C(F)(F)F,5.12
1170053,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]nc(Cl)c4c32)cc1,7.08
6344481,Cc1ccc2c(c1)c(-c1ccc[nH]c1=O)c(C(=O)O)n2Cc1ccc(F)cc1F,7.34
25697741,Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)NC(C)C2CCNC2)c2ccccc12,7.07
16544454,Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@@H](C2)[C@]1(O)Cc1cc2ccccc2nc1C3,8.49
17613846,Cc1ccc(C(=O)Nc2ccc(NC(=O)/C=C/CN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,6.67
305218,COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)OCc3ccc([N+](=O)[O-])cc3)c3ccccc43)[nH]c2c(OC)c1OC,6.41
19305841,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OCC4CC4)cc3)nn21,8.6
839057,COc1ccc(-c2cc3c(OC)cc(OC)cc3n(CCc3nnn[nH]3)c2=O)cc1,5.0
24700368,Cc1cccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)c1,5.11
146142,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)CCCC1CCCCC1,5.05
24406588,Cc1cc(-c2ccncc2)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,7.51
1932998,CCN(CC)CCNCCn1nc2c3c(cc(C)cc31)C(=O)c1cc(OC)cc(OC)c1-2,4.89
18921541,O=C1N[C@@H](Cc2ccc(O)c(I)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,6.55
14595276,Cc1c(-c2cn(C(C)C)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O,4.26
12100193,COc1cc(C(=O)N[C@@H](CC(=O)O)c2ccccc2C)nn1-c1ccccc1F,7.58
2676770,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-c1ccc(C2CC2)cc1,7.18
803369,O=C([O-])C1=C(/C=C/[N+](=O)[O-])CS(=O)(=O)C2/C(=C\c3ccccn3)C(=O)N12.[Na+],7.0
17650127,Cc1nc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)cs1,5.42
18744235,CC1(C)CC2=C(O1)c1ccccc1C(=O)C2=O,5.59
22058597,COc1ccc(-c2ccnc3nc(N4CCCCC4)[nH]c(=O)c23)cc1,5.41
18335935,CC(C)(C)C(=O)OCC1(CO)C/C(=C\c2cn(CC3CC3)c3ccccc23)C(=O)O1,8.45
14656717,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc(N)c4cc(C)sc4n3)CC[C@H]2C)c1,7.46
13220903,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,4.54
1242555,Cc1ccc(C2=CCC(C)(C)c3cc4ccc(-c5ccc(C(=O)O)cc5)cc4cc32)cc1,8.15
13342037,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,9.13
3942505,Cc1oc2c(c1C(=O)NCc1cccnc1)C(=O)c1ccccc1C2=O,6.24
18311453,O=c1[nH]c(-c2ccc(F)cc2)nc2sc3c(c12)CCCC3,5.07
22461251,C/C(=C\CC/C(C)=C/CC[C@@H]1[C@@]2(C)CCC(=O)C(C)(C)[C@H]2CC[C@@]1(C)O)CC/C=C(\C)C(=O)OCc1cn(-c2cccc(O)c2)nn1,4.55
18151165,COc1ccc2nc(CNCc3ccc(/C=C/C(=O)NO)cc3)ccc2c1,5.57
18492861,O=C(Nc1ccc(Oc2ccc(C(=O)O)cc2)cc1)Nc1ccc(OC(F)(F)F)cc1,8.15
2411370,COc1ccc(NC(=O)c2cc3ccc(OCc4ccccc4)cc3oc2=O)cc1OC,5.36
5196936,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)NCCCCCCc1c[nH]c(N)n1.Cl,4.75
676411,O=C1C2CCCN2C(=O)N1CCCCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1,6.61
1762854,CCN(CC)c1ccc2c(C#N)c(N)c(=O)oc2c1,4.51
15098802,COc1cc([C@@H](CC=C(C)C)OC(=O)c2ccccc2)c(OC)c2c1/C(=N/O)C=C/C2=N\O,5.72
18369930,CCNC(=O)c1ccc2c(ccn2-c2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c1,7.21
1068072,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)NCCCc2ccccc2)c2ccccc2)c1,5.66
18219437,CN(c1cnn(C)c1)c1nc([C@@](C)(c2ccc(-c3cnc(N)nc3)cc2)C2CC2)no1,7.54
7802125,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,8.36
14776566,O=C(NCC(c1ccsc1)N1CCCCCC1)c1ccc(C(F)(F)F)cc1,4.74
1687026,COc1cccc(C(=O)C#Cc2ccc(S(C)(=O)=O)cc2)c1,5.0
330298,CC(C)NC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NC(C)C)cc3)o2)cc1,5.19
38281,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnc3ccccc3c2)NC(=O)OCc2ccccc2)C1O,7.69
453277,CCCN(CCC)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,4.7
18940356,Cn1ccc2ccc(-c3ccc4cnn(Cc5cc(F)cc(C(=O)O)c5)c4c3)cc21,5.34
25095186,NCCCCCCN[C@H]1CS(=O)(=O)C[C@@H]1S(=O)(=O)c1ccc(Cl)c(Cl)c1,5.13
16759852,CC(C)c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)c(=O)[nH]c3c2)cc1,4.97
14589452,CN(C)CCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,4.75
6161937,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@H]2C[C@@H]2C(=O)NS(C)(=O)=O)c1,11.0
17990158,CN(c1ccc(OC(F)(F)F)cc1)c1ccc(C(=O)Nc2ccccc2B2OC(C)(C)C(C)(C)O2)cn1,7.4
15611005,CN1Cc2cc(-c3cccc([C@H](O)CO)n3)ccc2Oc2ccc(C(F)(F)F)cc21,6.36
24388073,Nc1ccc2c(c1)CCc1c(-c3ccc(F)cc3)cc(-c3ccc(O)cc3)nc1-2,5.53
5019860,O=C(C[n+]1ccc(-c2ccccc2)cc1)Nc1ccc([N+](=O)[O-])cc1.[Br-],4.56
1925546,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC[C@H]2CCC(=O)N2)C(C)C)C(C)C)ccc1OC.Cl,8.7
2447563,Cc1ccc(C)c(C#Cc2cncnc2)c1,4.95
22847999,O=C(NCc1cn(-c2ccc(O)cc2)nn1)c1ccccc1,4.48
14732471,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5nccc(C)n5)ccc42)C3)nc1,7.81
22479877,Cl.NC1=NC(c2ccccc2F)C2=C(N1)/C(=C/c1ccccc1F)CN(S(=O)(=O)c1ccccc1)C2,5.07
2007080,COc1ccc2c(c1)[n+]([O-])c(NCCCn1ccc(C#N)c1)n[n+]2[O-],4.39
1415760,COc1ccc(CNc2ccc3nc(N)nc(N)c3c2)c(OC)c1,5.36
15126330,CC(C)[C@H]1NC(=O)C[C@@H](C/C=C\CCC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC1=O,6.52
1260686,O=C1c2ccccc2N(Cc2ccccc2)S(=O)(=O)N1Cc1ccccc1,5.28
620651,C[C@]12CCC3C(CC[C@H]4C[C@H](O)CC[C@]34C)C1CCCN2C(=O)C(F)(F)F,6.37
25103600,C/C=C/Cn1cc(-c2cc(OC)c(C(=O)N3CCOCC3)cc2OC)c2cc(C)[nH]c2c1=O,5.3
22434636,CC(C)n1nc2c(c1-c1ccc(Cl)cc1)CCNCC2,8.05
5784081,CN(C)c1cc(N/N=C\c2ccccc2)nc(N(C)C)n1,5.22
2474177,C[C@@H](C1CCCCC1)N(C)C(=O)c1cc2ccccc2[nH]1,7.9
15041923,CCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)CN=[N+]=[N-])C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,6.24
10918284,COc1cc(COC(=O)c2ccc(-c3ccccc3)o2)cc(OC)c1OC,4.91
15033498,NS(=O)(=O)c1ccc(NC(=O)NNS(=O)(=O)c2ccc(Cl)cc2)cc1,7.64
13208411,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,4.39
6391002,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccc(Cl)cc4)nc23)n1,6.01
18343150,COc1ccccc1/C=C/C(=O)c1ccc(O)c(O)c1,4.59
9549599,CS(=O)(=O)N(Cc1ccc2[nH]c(=O)c3cccn3c2c1)C1CC1,6.7
17772611,O=c1[nH]c(CN2CCN(c3ccccc3O)CC2)nc2ccccc12,5.0
2372031,CCCc1ccc(Nc2noc3c(C(=O)Nc4cncnc4)c(Cl)ccc23)cc1,6.72
13233348,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,5.24
13423604,COc1ccc(Nc2cc(/C=C/c3ccc(OC4CCCCO4)cc3)nc(N)n2)cc1,5.57
19163756,COc1ccc(NC(=O)c2nc3c(s2)CN(C)CC3)c(C(=O)Nc2cccc(Cl)c2)c1,6.5
1767523,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,6.0
3528847,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.44
1509553,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,7.12
17777228,COc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)C[C@H](CCO)C(=O)C3,6.23
3016702,COC(=O)c1[nH]c2ccc(OC)cc2c1C(=O)c1cc(O)c(OC)c(OC)c1,6.81
24697078,N#Cc1ccc(-n2ccc(CNC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1C(F)(F)F,5.73
10899582,CCCc1c(OCCCn2ccc3cc(CCC(=O)O)ccc32)ccc2c(C(F)(F)F)noc12,7.16
2121295,Cn1nc(C(C)(C)C)cc1NC(=O)C(=O)c1ccc(OCCN2CCOCC2)c2ccccc12,6.82
22769790,NC1CCc2nc(-c3ccncc3)nc(Nc3cccc(F)c3)c2C1,5.0
10272010,COc1cc(-c2nnc(-c3cc(-c4ccccc4)nc4ccccc34)o2)cc(OC)c1OC,5.38
23292332,COc1nc(C2=NOC(C3CC3)C(c3ccc(Cl)cc3)N2)ccc1-n1cnc(C)c1,5.35
1769069,Cc1ccc2c(c1)nc(O)n2C1CCN(C(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(CC(F)(F)F)C2=O)CC1,5.21
15220413,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc(Cl)c(NC2CCCC2)n1,5.28
19058778,C[C@@H]1NC(=O)[C@H](CN)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,8.12
220196,CC(=N)Nc1ccccc1CC(N)C(=O)O,5.8
1605088,c1ccc2oc(-c3c[nH]nn3)cc2c1,7.89
